index	upstream_sha	commit_date	subject	review_status	decision	rtd_commit	notes
393	eac00a6419c79eb86b013ec05309592225e2b9af	2026-01-30	Allow multiple address groups of different priority in EndpointManager (#25132)	UNREVIEWED			
394	19158a9471c7bb6dd6a77830fb7eb5bf958749ae	2026-01-30	[consensus] track received round in RoundTracker (#25166)	UNREVIEWED			
395	e0c653e709f45e8707f1cd52e07053e07ba2e64b	2026-01-30	Make seed-search progress prettier (#25183)	UNREVIEWED			
396	938247f1c139d910854fab201168c68f500b39b3	2026-01-30	[decompiler] Add unstructured control flow fallback with goto statements	UNREVIEWED			
397	696fdeea3157e4e05eac2ff030afbc2f200704ea	2026-01-30	Adapt Chain Identifier to return full 32 byte digest (#25186)	UNREVIEWED			
398	b50e5f0dc02041d40fa2339d89ed471eb4e63987	2026-01-30	Add support for peer address overrides in P2pConfig (#25187)	UNREVIEWED			
399	364431782bcee01be3649f12a01a4277b85d85a0	2026-01-30	[fix] improve handling of roaring bitmap (#25165)	UNREVIEWED			
400	5428f2feccc058ce18b9c37d5b71d8ab4b080673	2026-01-30	Upgrade 3rd party gh actions (Part 3) (#25181)	UNREVIEWED			
401	e984ad82b6dcd0f693f8e6f21250d8b6e9a98eb5	2026-01-30	graphql-alt: scanning api bloom filter pipelines (#24788)	UNREVIEWED			
402	5675fb27c5dd4a02dc6b4c77b4163e7be8256828	2026-01-30	grpc-client: add get_dynamic_fields method	UNREVIEWED			
403	059b8c0ee7207d81c918b04dec6c3bd231e0dd96	2026-01-30	sui: migrate DynamicFieldQuery to grpc	UNREVIEWED			
404	eb94a45367a51701763fa08e05ecca5b34702733	2026-01-30	grpc-client: add batch_get_objects method	UNREVIEWED			
405	1730e63899806b542343d30a1aac69b5ca79d0d0	2026-01-30	sui: migrate some package methods to grpc	UNREVIEWED			
406	273b639f110cdc4d0c4374827b5711a361dcac1b	2026-01-30	sui: convert object commands to grpc	UNREVIEWED			
407	1f764a9fa63537b550541633652b98be1b5330e2	2026-01-30	grpc-client: add get_coin_info method	UNREVIEWED			
408	c821b95def6b0583902de99c14d736d7e48e54e4	2026-01-30	sui: convert balance command to grpc	UNREVIEWED			
409	e35cb64b3d528b88bb21b15b6059309ac89ddf60	2026-01-30	grpc-client: add simulate_transaction method	UNREVIEWED			
410	357fa89050651b47761df75339a1d1f7fb071442	2026-01-30	sui: migrate dry_run command to grpc	UNREVIEWED			
411	11356ffcbde020ccc0cc1c3477b8d3c0e05fd527	2026-01-30	Using PAT instead (#25193)	UNREVIEWED			
412	4b550eb362f186ad96ede5ed798c337c583962ff	2026-01-30	Adding safety check to tagging repo (#25195)	UNREVIEWED			
413	cd444b04fa0b1f94022717a6d29b0a3cf4840f1a	2026-01-30	grpc-client: add list balance and stake methods	UNREVIEWED			
414	6e7b20b2a7d5c2f08f10a983a3ec49a912976df4	2026-01-30	sui: migrate sui_commands to grpc	UNREVIEWED			
415	acf83906b07c4c9d6bd757bb37d5e9657e4ce331	2026-01-30	sui: migrate cli_tests to grpc	UNREVIEWED			
416	8f56b62748585294afb044ef3d78ba23d339c19c	2026-01-30	sui: convert zklogin_commands_util to grpc	UNREVIEWED			
417	5806e553c097b5feaefd851bfa0a2193f51a378c	2026-01-30	sui: migrate fire_drill to grpc	UNREVIEWED			
418	d1d56ef84b2e424756f8c2d48118ea9b49c25115	2026-01-30	sui: migrate validator_commands to grpc	UNREVIEWED			
419	a5113dad65ac7f91015d337e84f86453b11ddaca	2026-01-30	sdk: remove jsonrpc client from WalletContext	UNREVIEWED			
420	8f27181bddd1b1b9d4f1b6ef2a5691b4bb31f742	2026-01-30	Add log file management and commit strategy to simtest-debug skill (#25197)	UNREVIEWED			
421	7cdd120175f1563b465fb9f64ee7f17b0119136a	2026-01-30	Fix flaky test_reconfig_with_committee_change_stress test (#25198)	UNREVIEWED			
422	226c12d69ad8c66ae23df2525a2a5d25e93da0fe	2026-01-30	[decompiler] Handle native functions with early return for empty input	UNREVIEWED			
423	c76c4cfd64a626e7760bdcf8b2b6b7356bf55503	2026-01-31	Reduce checkpoint and JWK log volume at INFO level (#25196)	UNREVIEWED			
424	292880a3e96bfe887b32b5d295dd9c2daa903eca	2026-01-31	sui-types: fix format test to not shell out to cargo	UNREVIEWED			
425	dde7508afaee250c289d175288102be73c5e3669	2026-01-31	sui-open-rpc: fix format test to not shell out to cargo	UNREVIEWED			
426	79adab8799c60114cfd46934007c317d48e7f58f	2026-01-31	Make funds withdraw schedulers return more precise results (#24953)	UNREVIEWED			
427	5a35161761be01aeaeb30462c89d011a00618bc3	2026-02-01	Improve simtest debug skill and seed-search validation (#25210)	UNREVIEWED			
428	fb1df6f94e63ddf74e1a4de30932deadd7fec96b	2026-02-01	benchmark uses shared safe client metrics base (#25208)	UNREVIEWED			
429	ddd6267283e6fa1c50ca296be9e4cd4097e00e48	2026-02-01	[move-model2] Fix VecPack type inference bug causing Vector<T> vs T mismatches	UNREVIEWED			
430	d1611d7fc477d9cd20440716e38119b0f462d2f4	2026-02-01	Fix test_composite_workload flakiness by reducing SharedCounterIncrement probability (#25207)	UNREVIEWED			
431	63f084e464b09af771708197388e4c6e5a43e877	2026-02-01	Fix flaky test_simulated_load_shared_object_congestion_control (#25201)	UNREVIEWED			
432	df041745e417a21793224fe7aa990f60201b6c3d	2026-02-02	[tidehunter] sanity check for database type (#25120)	UNREVIEWED			
433	307a3014a3e648ebedf8497c2990190f2d020e86	2026-02-02	sui-types: add TryFrom<&SystemState> for SuiSystemStateSummary	UNREVIEWED			
434	84ce0bffe4d58a1b5511986d0b76574d1a3c1e6f	2026-02-02	sui-types: add TryFrom<&ValidatorCommittee> for Committee	UNREVIEWED			
435	9e8aecf9d541f9f8b8c7055f70ab86ff97b5f414	2026-02-02	grpc-client: add get_committee and get_system_state_summary methods	UNREVIEWED			
436	49810b072981d714e49d4d8e7e0ed23e13f678ee	2026-02-02	benchmark: migrate to use grpc	UNREVIEWED			
437	fcfae68b8855e3dc6ff6005e95439ebe4f6e9bbe	2026-02-02	sui-light-client: migrate to grpc	UNREVIEWED			
438	fd4089a350e60fef2c18284b871a2a5bdf36aa06	2026-02-02	sui-tool: migrate to grpc	UNREVIEWED			
439	1cac7d2d7f0c49635b12fc1159a3eb45d0e0dd2f	2026-02-02	test-cluster: mark jsonrpc client as deprecated	UNREVIEWED			
440	bb388400e0a3277586b0e5467697f69dafffcf84	2026-02-02	Require Protocol release notes when bumping MAX_PROTOCOL_VERSION + naming improvements (#25202)	UNREVIEWED			
441	79f9b2c9e21b347722c3b084809c3e7edcf04aa0	2026-02-02	Remove unused fields from TransactionOutputs (#25206)	UNREVIEWED			
442	f9828a3a5b8580be762cc0aec144028cb7312f96	2026-02-02	Margin Risk Docs (#25173)	UNREVIEWED			
443	8f98bcfe797bb3a833f6e42e335fe5b091c850ca	2026-02-02	Merge accumulator events before effects generation (#25178)	UNREVIEWED			
444	8152123f8f179a6a2bd1dc3aacdb799b2c3c27c3	2026-02-02	Add release branch monitoring workflow (#25220)	UNREVIEWED			
445	24954053cfd0e1a23bbcd326c63e9666e380e97e	2026-02-02	Track total withdraw amount per account for object funds withdraw (#25073)	UNREVIEWED			
446	446798b352373440c039ebe296008cd62cdd7d37	2026-02-02	[tidehunter] unregister metrics on Drop (#25215)	UNREVIEWED			
447	2555b2fb5973bbd25b8aa40e8fba38989073af62	2026-02-02	Fix FundsWithdrawScheduler DB reference leak (#25213)	UNREVIEWED			
448	6080661beaf3bc533a205b1fe5814e0b4e1fcb60	2026-02-02	Do not panic on deprecated `RandomnessStateUpdate` message (#25205)	UNREVIEWED			
449	89b39a384b539109c4a1328c386bdefecc9340ad	2026-02-03	Remove S3 employee lookup, use PagerDuty email + Slack API (#25224)	UNREVIEWED			
450	de97e292c9d2b884a03e9b5c0aa2bf59b44a9801	2026-02-03	Enable object balance on testnet (#25223)	UNREVIEWED			
451	8b077c59f5a52d60cafb5d29157960fdda83e863	2026-02-03	change inputs to strings (#25235)	UNREVIEWED			
452	8c637bb8d687c162d9a6bc43471e1c485e971252	2026-02-03	[bridge] Handle storage layout mismatch during EVM contract upgrades (#25228)	UNREVIEWED			
453	b0f61e9d9ce740e49b91130465d7e330923c564b	2026-02-03	[cargo-deny] Bump bytes crate to avoid deny issue (#25244)	UNREVIEWED			
454	f58ad53ec731f7b2e12b6351fad57962792c2ee5	2026-02-03	[sui][cli] Add support for shell completion in CLI using clap_complete (#24469)	UNREVIEWED			
455	faa33a61f350bc0ed6587b458652ae05a68c9216	2026-02-03	[sui move test] Use Sui's VM Conifg, Verifier Config, and Gas Meter in Unit Tests  (#25226)	UNREVIEWED			
456	ee0b41f1bf92445b579b435e62171663b838ae3e	2026-02-03	[workflows] Migrate notifications to sui-operations via dispatch (#25249)	UNREVIEWED			
457	1eff94414090a452aa1f0928a2f3a38b3c6f8f2d	2026-02-03	Spawn admin server in Swarm for `force-close-epoch` support (#25229)	UNREVIEWED			
458	e6551f001ca92f18ef28f4ab91da97ef00464dd5	2026-02-03	fix: use correct SHA for peter-evans/repository-dispatch@v4.0.1	UNREVIEWED			
459	a675d404d51358dbf7d1e5755cc93121aefeddf8	2026-02-03	fix: use DOCKER_BINARY_BUILDS_DISPATCH token for sui-operations dispatch	UNREVIEWED			
460	4ccc647c9c4d328db41ad1b2435800521b8e519d	2026-02-03	Revert "benchmark: migrate to use grpc" (#25254)	UNREVIEWED			
461	86f052d678880a2d519d9643e17d73c059e8ec23	2026-02-03	Pin mystenlabs tidehunter commit for sui (#25256)	UNREVIEWED			
462	e6f047cdb28aa431745cc1e6d6293a413ad1a831	2026-02-03	antithesis: enable grpc indexing on fullnode (#25258)	UNREVIEWED			
463	3efc82c5c1a32d347759efe9892336b91d91a071	2026-02-03	Discovery: Add support for trusted `AccessType` (#25251)	UNREVIEWED			
464	02ad5c35d557d56d0f4a94a46bb8e08c5a1acef2	2026-02-03	KV Store / Archival indexer refactor + schema changes (#25143)	UNREVIEWED			
465	f039a2150fa26ef8c9319e550df16b03882c12a6	2026-02-03	Update kv-store readers to read the new schema with fallback (#25191)	UNREVIEWED			
466	3fd85b70368fefc17d840f96c8436c8bed679d5f	2026-02-03	[move] Small improvements for PartialVMError and VMError  (#25253)	UNREVIEWED			
467	12e7af8e82fd5fc226b007052aaf49d99153fdf3	2026-02-04	[antithesis] use branch name as description when unspecified (#25267)	UNREVIEWED			
468	8789fcf1f27ce7b02e00ad8ef8fc9f6325807a67	2026-02-04	fix typo in register_subscription (#25270)	UNREVIEWED			
469	aed78d27b07cbf1e50158ae30fd79f3b4e3b27b7	2026-02-04	docs: Revise on-chain primitive pages for style guide (#25262)	UNREVIEWED			
470	74c82941ad332c4e3e820c1bd3e34ce5dc35f64e	2026-02-04	docs: Revisions to misc Sui Essentials pages (#25255)	UNREVIEWED			
471	e80ea01d88f40e1e35c0953373320bcbe928d20a	2026-02-04	bridge: use checkpoint subscription for monitor	UNREVIEWED			
472	f08a8791279ebb36bcc1f0acb9521dc83f0da2cc	2026-02-04	bridge: use grpc for get_gas_data_panic_if_not_gas	UNREVIEWED			
473	349f42246ca33b13cfc4692afa8f907c677f1796	2026-02-04	bridge-cli: convert to grpc	UNREVIEWED			
474	588d525ff40a9863de8ed8ef13957c3cf810a98b	2026-02-04	bridge-watchdog: remove unused crate	UNREVIEWED			
475	2e5ae1e2314e89232b7ce13a82cde75de5e7f77e	2026-02-04	bridge: use sui_rpc_api::Client	UNREVIEWED			
476	4da033814fbd394a8875ba1870cf76121be3c222	2026-02-04	bridge: remove jsonrpc client	UNREVIEWED			
477	1300b26e1c9d4d001f50d80a0bfdbdf8ace45b2d	2026-02-04	bridge: fetch events from checkpoints in tests	UNREVIEWED			
478	7d85e4c702907a7aad6af489a68fba948891980c	2026-02-04	benchmark: migrate to use grpc (#25259)	UNREVIEWED			
479	14b623f1a40272f738461e0b09b8da7438dba4a1	2026-02-04	Fix simtest failure notification missing commit_sha (#25272)	UNREVIEWED			
480	eccd76eac76bd8b676b9d14e9babf09e36150603	2026-02-04	[Consensus] update peer address via EndpointManager (#25162)	UNREVIEWED			
481	a20c9f6f851d4c3ae965b4384d60aa688a9e9177	2026-02-04	Don't read legacy watermark for tasks (#25275)	UNREVIEWED			
482	27ee82ed7668426c365748c96cbce2b79f9d958c	2026-02-04	docs: add supported sdks (#25271)	UNREVIEWED			
483	784f6508d7db85e4b37b3c1a393f9ad61c87f82e	2026-02-04	Fix benchmark committee store creation (#25277)	UNREVIEWED			
484	10436c976a91e9a493c1c6ba8be8b63102535aa4	2026-02-04	Remove logic unused after removing disable_preconsensus_locking flag (#25150)	UNREVIEWED			
485	035b511ae9264cb90e995fc02ca3f799a1d048db	2026-02-04	Rewrite run-antithesis-tests in Python with long argument names (#25279)	UNREVIEWED			
486	027a6540beea9442e3b636fb337b483393e71ae5	2026-02-04	[cli] add external signer support and subcommand (#23146)	UNREVIEWED			
487	37bdcb80eb8e09996a1b51b6397d41caf60e265b	2026-02-04	docs: standalone SuiLink doc and Wallet category creation for future docs (#25079)	UNREVIEWED			
488	e727e4dd59e032905fe6666d86c901c2090d151e	2026-02-04	update tonic to v0.14.3 (#25140)	UNREVIEWED			
489	8916ecf99f84f8d09bbc189f845d52144d32b4aa	2026-02-04	[move][reference-safety] Example tests (#25263)	UNREVIEWED			
490	bb5775be80018ecb4b3663f8c03c2d98f936a219	2026-02-04	Preserve serialized format for `deferred_transactions_with_aliases_v2` (#25274)	UNREVIEWED			
491	45e7916ec2f373e8c9de9bf0a14fc3075470a643	2026-02-04	docs: add markdown export feature for LLM-ready documentation (#25284)	UNREVIEWED			
492	01012b364f23994a66a56c91039cb00e96fabbd0	2026-02-05	Add debug_fatal! logging for safe_iter deserialization failures (#25288)	UNREVIEWED			
493	c0af136bd0896a15df8e9c272ece6b17b77e30e4	2026-02-04	indexer-alt: track ConsensusAddressOwner for tx_affected_addresses and blooms pipelines (#25194)	UNREVIEWED			
494	d433bd58fa2034587f14befe6bd6be564f597afd	2026-02-05	tidehunter: add `deferred_transactions_with_aliases_v3` table (#25291)	UNREVIEWED			
495	5bf6eaf82503c35f877ac360d96906f5ad6d7448	2026-02-04	Fix release tag creation to use correct token and error handling (#25293)	UNREVIEWED			
496	03b0c8377ce64223e1a099ca0fb9f513b811b61f	2026-02-05	[TransactionDriver] clean up latency checks after fast path removal (#25142)	UNREVIEWED			
497	c38edb67ab51d6ac12a560f4051c64a4f8d0fa63	2026-02-05	[alloy][sui-bridge] Integrate Alloy multiprovider in sui bridge (#25257)	UNREVIEWED			
498	076ba49a21924c76d7c5b18e70f48239b34a44a6	2026-02-05	fix(rpc): set default CryptoProvider (#25301)	UNREVIEWED			
499	628675963351aefe79153bff7b5ceb677b4a8e19	2026-02-05	Make stress container more reliable in antithesis (#25287)	UNREVIEWED			
500	b460276cf9a5bb2422bc824cdfa12c09876505d6	2026-02-05	Update arg names to match workflow (#25302)	UNREVIEWED			
501	ecbbcb9fa08b1d7e9c2947b257a81d9134fda53a	2026-02-05	Install default rustls CryptoProvider in sui-kv-rpc (#25303)	UNREVIEWED			
502	5cf7caaac3bdacc1a8b71758af59a869977bcda1	2026-02-05	docs: misc fixes (#25278)	UNREVIEWED			
503	7099ee5af365269dbabd9ea9e76c13ba6e1ae2c9	2026-02-05	[release-notes] Auto-detect protocol version bump PR from git history (#25309)	UNREVIEWED			
504	80a4c67964207f544edb72f21b39d5bae80a515e	2026-02-05	rpc: configure cors to expose all headers (#25311)	UNREVIEWED			
505	0d350ad62e86f3db721cc4f417fee343d83c8af2	2026-02-05	nickv/kv project injection (#25313)	UNREVIEWED			
506	e1e5a254cea1311873dde7637857505d8b4f9bb0	2026-02-06	Tidehunter CI checks for sui-core (#25315)	UNREVIEWED			
507	4ea1f39ef7db32498d5d8e19b66dd34ea48d2599	2026-02-05	Add back Settlement finality latency outlier logging	UNREVIEWED			
508	097d6c58b760aef1765b644256b7853afb981f0d	2026-02-05	Long long requests in transaction orchestrator	UNREVIEWED			
509	9c0d6c99cc36611b142b020b501cbe6fea698596	2026-02-06	chore(graphql): standardize imports	UNREVIEWED			
510	8f1c7fcabf4ec74b3660fd102d6c1191bc4723d9	2026-02-06	graphql: more detail in health check	UNREVIEWED			
511	35277b8ea87b85a349960e215e83ae7d0f4a6aff	2026-02-06	graphql: warn if watermark rolls back	UNREVIEWED			
512	9885bccc1e167c4fd1141fdad8b26727b080c833	2026-02-06	[docs] updates on blackjack documentation to include deeper explanation on randomness and codegen (#24752)	UNREVIEWED			
513	1e93a32ea690d1c3ad10c1b41106b0632616f904	2026-02-06	[pruner] remove objects compaction filter (#25294)	UNREVIEWED			
514	965fc3495c59ab67a5b3e4be37a384bf25eff440	2026-02-06	Revert "[docs] updates on blackjack documentation to include deeper explanation on randomness and codegen" (#25323)	UNREVIEWED			
515	88f64d547174e7b077dc3bd8b74f59552f686394	2026-02-06	[antithesis] check commits exist and generate useful description (#25297)	UNREVIEWED			
516	a0d0f22bdfaeb69edf9e920bb9f29516de3ad71e	2026-02-06	Disable object_store internal retries for all cloud backends (#25324)	UNREVIEWED			
517	c1ae67b333b9c82e9764300b335fa425fe72f199	2026-02-06	Fix remaining stray arg (#25330)	UNREVIEWED			
518	8b6c9369d401745e5491f35bf3ad741419409f40	2026-02-06	docs: fix .mdx to .md conversion in markdown export links (#25307)	UNREVIEWED			
519	23d8b9bbc7b68108786d35a6e68ce17ba0bad3da	2026-02-06	remove migrated config image (#25332)	UNREVIEWED			
520	cbaac2ed42252bf570f7361684f515329109277b	2026-02-06	[transactional-tests][regex reference safety] Added viewer for pre states (#25282)	UNREVIEWED			
521	7298fd7904f7091b97d90df119120ac5bb1f7b7b	2026-02-06	[to & td] log retry delay and error category (#25333)	UNREVIEWED			
522	6f8be71bb7b641bfb2b6de962371964770c8d05e	2026-02-06	Add address funds scheduler config	UNREVIEWED			
523	fef689526595749a58240442a5eb0bc859047b25	2026-02-06	rpc: make GetEpoch return more info when requesting the current epoch (#25329)	UNREVIEWED			
524	b993a805542bacc4ab5550c26f3e8701a2f9edf3	2026-02-07	Move broadcaster backpressure from task-level to stream-level (#25325)	UNREVIEWED			
525	4200be76e545b977618499cbe9f02557973a4bde	2026-02-07	Concurrent pipelines participate in backpressure (#25334)	UNREVIEWED			
526	0676e11409f87c38733863475d0819407b568a9d	2026-02-07	Decouple watermark advancement from DB writes (#25342)	UNREVIEWED			
527	a7e23b9c96a66dfe97b3bac4eb5a47ea33e32c67	2026-02-08	Change assert to debug_fatal (#25351)	UNREVIEWED			
528	ea5cd48b5f1b013cd71aad60f80aa3392914245b	2026-02-08	Instruct claude to add correct license to new files (#25280)	UNREVIEWED			
529	c8d483f71775cd1d5ac7ea30ab22e090a047625d	2026-02-09	consistent error reporting across run-mode (#25361)	UNREVIEWED			
530	362c4758db295f3f4baa54aaf50824af6bef3eff	2026-02-09	Update to tidehunter to c3b7be698ea035f18e5bae36554768ddf71e472f (#25365)	UNREVIEWED			
531	4b097ddd0692f865f5ca182b30495b5567a10e67	2026-02-09	[pkg-alt] fix ephemeral publication data loading for git deps (#25238)	UNREVIEWED			
532	b982fe6ccb60985c26bbd1ec5a820e2d1ee30a9e	2026-02-09	[chore] Update `time` dep to fix advisory (#25363)	UNREVIEWED			
533	df0f05a75e934c4550d8428ddeae8f12e766b51b	2026-02-09	[compiler, nit] fix typo in a compiler message (#25362)	UNREVIEWED			
534	e7f3c5c0c877c19ae1c9d65865030490beb9a2b4	2026-02-09	Use nexttest for tidehunter tests (#25370)	UNREVIEWED			
535	0f97c43d8970ec5fc5487d5552274d7c425aeef9	2026-02-09	[move-compiler][sui-mode] Remove `entry` rules. Add warnings for uncallable functions (#25335)	UNREVIEWED			
536	a31082390629c69f0b891aa7b3e092e8a18ee27a	2026-02-09	indexer: further simplify back-pressure (#25369)	UNREVIEWED			
537	1392821fd651b64e9561a16699aeb6ad9587334d	2026-02-09	sui-indexer-alt: Add metrics for connection pool acquisition attempts (#25163)	UNREVIEWED			
538	488610ad10a98d52ec1c5c55fda609918e8b27a5	2026-02-09	[consensus] use fifo compaction by default (#25314)	UNREVIEWED			
539	ed04ad1fa9379e45faa98dd553366e6af7e36b78	2026-02-09	Remove sui-aws-orchestrator crate (#25347)	UNREVIEWED			
540	7151e57817cfbcd4b0cb81e8ca981464fa9c920a	2026-02-09	Delete object type table (#25374)	UNREVIEWED			
541	133f9428cff69f63fe1fe366050ed30105182a1f	2026-02-09	[hardening] Use safe_get and checked_as in PTBs (#25344)	UNREVIEWED			
542	c775e0bda3c37508195a0237dc593ff64bfe242e	2026-02-09	docs: fix json for auto-gen'd docs (#25375)	UNREVIEWED			
543	a347aa7cbb2a068fd603276f2d45c388be5e4781	2026-02-09	docs: fix JSON parsing  (#25379)	UNREVIEWED			
544	64a0aef1839f595ff6f697f5ca64a0e4c22f8a08	2026-02-09	Reduce QUIC max_idle_timeout from 30s to 10s (#25373)	UNREVIEWED			
545	78d79cf3c6e408deb17c4dcae92a6c55bec612e0	2026-02-09	[move-ide] Support for incremental compilation of dependent modules (#25234)	UNREVIEWED			
546	055d75a4b23d4e474f15b9dba195d76848131511	2026-02-09	Fix gas coin leak in stress benchmark during epoch transitions (#25372)	UNREVIEWED			
547	e4146b827fc1ceb26af5885acb3259c9fc193964	2026-02-10	[pruner] move grpc index pruning to objects section (#25350)	UNREVIEWED			
548	f6a8e9a1ac1a7d77de0ca5ff60a265ebae962372	2026-02-10	rpc-index: deprecate and drop transaction info column (#25382)	UNREVIEWED			
549	007b06a11fad0e7abb729c30f30297be0b63ae5b	2026-02-10	fix(consistency): update formal snapshot to read new checkpoint format (#25376)	UNREVIEWED			
550	b4bece7094fef8ed0859583ef383db5ceb810630	2026-02-10	Add metrics for funds scheduler	UNREVIEWED			
551	e137532aea4b6087202a103b4be4baafb9b47a6b	2026-02-10	Certora audit fix: L-03 (#25396)	UNREVIEWED			
552	c03fabb7f91c19fa04036b63c2a3b4d06d6e43e2	2026-02-10	rpc: be more resilient in simulate and also expose suggested_gas_price (#25407)	UNREVIEWED			
553	d1dae0a6d10499ae2cf96d2ea8a1f9cb99ed43f8	2026-02-10	Refactoring cli/config for indexers (#25394)	UNREVIEWED			
554	eae3c89034d736bde54cdeaee12bc2ebe0206863	2026-02-10	Print tx digest when missing	UNREVIEWED			
555	77e74b01af6217c7c867a00d0f05a09237efcd92	2026-02-10	Do not panic when missing effects	UNREVIEWED			
556	ac69424631d334edc647e89be4230d75b09a860c	2026-02-10	cli(ptb): pure type inference looks through references (#25405)	UNREVIEWED			
557	7c010d4978940bcf47c087a4f6b02a10904e944f	2026-02-10	rpc: standardize on a single lower checkpoint watermark (#25397)	UNREVIEWED			
558	89d40ca4fdedd933ec7cd643dc1b1608e42e6ab0	2026-02-11	Reduce transaction submission jitters (#25348)	UNREVIEWED			
559	d922b2e08e7eecba8be14c8e5274f4fc133754fc	2026-02-11	docs: properly enable indexer pruning in config (#25326)	UNREVIEWED			
560	6ac0a5343e4056107d97038c76556178fd3b89ba	2026-02-11	fix: skip docs-change-notify dispatch on push events (#25416)	UNREVIEWED			
561	2d1485c6c856a4aecbd8162761853dc1b9bb72b0	2026-02-11	[move-compiler] Fix unbound module in unit test generation (#25381)	UNREVIEWED			
562	a8a3e92a5d48fe096030e3d1aa63c86a3e43a402	2026-02-11	sdk: update sdk to include revert for 9b29d604 (#25420)	UNREVIEWED			
563	56fbfa6cacf913d26fccc503e8f7a043d57ff031	2026-02-11	[move-unit-tests] Kill move unit test extension hook (#25418)	UNREVIEWED			
564	3d6eb7ba5a3d0015ef7bc13559669822b6fb5fa8	2026-02-11	Certora audit fix: L-04 (#25399)	UNREVIEWED			
565	f531d4321f0210add6e5796d53a8b0018841f9f7	2026-02-11	Certora audit fix: L-05 (#25401)	UNREVIEWED			
566	e79ff6eed1076fc4232f35e9e56c269b1a9f7d96	2026-02-11	Certora audit fix: L-14 (#25404)	UNREVIEWED			
567	a329bf07338628c491f3dbb29fb8bdf13e90f16b	2026-02-11	Certora audit fix: L-11 (#25403)	UNREVIEWED			
568	07719b68bfac94bd7481b190329010c487997ad7	2026-02-11	Certora audit fix: L-10 (#25402)	UNREVIEWED			
569	2adf3845064a4f612073c86e9c3331833d1452c9	2026-02-11	rpc: remove dead code in reader (#25400)	UNREVIEWED			
570	3d2c959a2c49c6f5313db481b99bb578d274968e	2026-02-11	Fix error message matching in tests	UNREVIEWED			
571	28c2dc551a04f8a25c97e954f2d23e2b8568282d	2026-02-11	Split failure count	UNREVIEWED			
572	b16a5e2d6aa0045acbbfe527412d52c599fd4de7	2026-02-12	Update Deepbook Docs (#25424)	UNREVIEWED			
573	6a6046e81f9e91864b55e71f8d12e1ca9d67018b	2026-02-12	docs: Misc site fixes (#25426)	UNREVIEWED			
574	23e0e495fdb83196d6f966776b4145abbca3583c	2026-02-12	[move][cleanup] Fix some release build warnings (#25437)	UNREVIEWED			
575	e5b13459e4a6d3a99361c5c49751bc4ed2824f3a	2026-02-12	impl Tracer for &mut Tracer (#25410)	UNREVIEWED			
576	b250096b4e71d45d27d1aef1c79f3766931b5711	2026-02-12	Enable ephemeral --dump-bytecode-as-base64 (#25082)	UNREVIEWED			
577	602a46a46d3b612fb519f8bc0597ea962c699ebf	2026-02-12	sui-indexer-alt: add timeout error tracing (#25219)	UNREVIEWED			
578	df75a84c17959dae26313631aa49290c9a446f54	2026-02-12	[Move] Ristretto255 group ops (#25321)	UNREVIEWED			
579	515ed5897355859563409ef14099d18647c00517	2026-02-12	Set watchdog timeout to 60s (#25447)	UNREVIEWED			
580	fe46d1438f248cecb3af654270825f483613001c	2026-02-13	Don't overwrite MSIM_WATCHDOG_TIMEOUT_MS (#25448)	UNREVIEWED			
581	6ae3ef05d360177e693a7f46cc4fc74e55c3b690	2026-02-13	Fix simtest build with tidehunter (#25446)	UNREVIEWED			
582	b26b71b23a0649bda59a432bb63c18d684f3d5c0	2026-02-13	Move post_process_one_tx off critical path and batch index writes (#25346)	UNREVIEWED			
583	68db897d77a197e1b3cddbd7a295fedd5cc11797	2026-02-13	Add per-commit binary logging for congestion control (#25398)	UNREVIEWED			
584	655576caa3d7faaed39ebbc15d1bcc91d0761aee	2026-02-13	Move ristretto to v112 (#25449)	UNREVIEWED			
585	3ee7423ad00efcb3b42893b7603a5a30c2db6cf9	2026-02-13	Sui v1.66.0 Framework Bytecode snapshot (#25461)	UNREVIEWED			
586	253e76c16142c42fc7c6d8979cc19886ac2ab451	2026-02-13	Add support for multiple address types to discovery protocol (#25306)	UNREVIEWED			
587	e3406bd4d9fda99ab28bb014e88f9778bec13cd8	2026-02-13	Sui v1.67.0 Version Bump (#25462)	UNREVIEWED			
588	e9c5d59ee86e3f854c96232fc1b7733998bee251	2026-02-13	fix(indexer): improve ingestion client arg validation (#25434)	UNREVIEWED			
589	9a6d1bc9925ade12f0778005489d02738300d67d	2026-02-13	docs: Add additional build error checking + fix all misc build warnings  (#25441)	UNREVIEWED			
590	21c7520a08a795880f9530eb05871a0330d78d77	2026-02-13	docs: remove unnecessary spelling CI check (#25466)	UNREVIEWED			
591	cd7adf3ac9f1bbbd4a98c30ddd962ffae9140307	2026-02-13	Additional schema changes per pull/25143 (#25438)	UNREVIEWED			
592	1a48bedd78292113431bb05f8ef40eda9d3b5107	2026-02-13	Add V2 bridge CLI commands (deposit-on-eth, deposit-on-sui) (#25378)	UNREVIEWED			
593	87665b0614ff7f3d0d443e386a6d03b0e380ae0a	2026-02-13	reader: increase bigtable/kv client max decoding size (#25465)	UNREVIEWED			
594	2ff70117ac00a1093a69403b3c34dff4d4508ed9	2026-02-13	[graphql-alt] Handle transaction execution/simulation errors as BAD_USER_INPUT (#25261)	UNREVIEWED			
